pw0	pw1	weight	features
INSULIN	INSULIN GLUCOSE	1	198.0
ATF2	INTEGRIN CS	1	149.0
MET	PDGFRB	1	10.0
NFAT 3PATHWAY	PS1	1	184.0
ECADHERIN STABILIZATION	INTEGRIN3	1	41.0
AMB2 NEUTROPHILS	CXCR3	1	47.0
ENDOTHELIN	INTEGRIN2	1	216.0
REELIN	SYNDECAN 1	1	251.0
BMP	RB 1PATHWAY	1	15.0
CASPASE	NFAT TFPATHWAY	1	101.0
ARF6	CD8 TCR	1	201.0
ATF2	SMAD2 3NUCLEAR	1	175.0
BMP	CASPASE	1	101.0
FAS	P75 NTR	1	79.0
FRA	TOLL ENDOGENOUS	1	291.0
HEDGEHOG 2PATHWAY	INTEGRIN3	1	146.0
P53 DOWNSTREAM	TNF	1	1.0
CERAMIDE	RHOA REG	1	105.0
FOXO	HIV NEF	1	138.0
ATF2	INTEGRIN3	1	149.0
FCER1	SHP2	1	132.0
LKB1	P53 REGULATION	1	184.0
DNA PK	PS1	1	184.0
FOXM1	P53 REGULATION	1	15.0
ANGIOPOIETIN RECEPTOR	VEGFR1	1	32.0
DELTA NP63	NECTIN	1	91.0
ARF6	ERBB1 DOWNSTREAM	1	191.0
ALK2	INTEGRIN1	1	89.0
BARD1	TELOMERASE	1	29.0
CD40	ENDOTHELIN	1	108.0
INTEGRIN3	THROMBIN PAR1	1	55.0
ATR	NOTCH	1	158.0
ATF2	NOTCH	1	60.0
EPHRINB REV	FAK	1	15.0
AVB3 INTEGRIN	THROMBIN PAR1	1	55.0
CD40	RHOA	1	114.0
BETA CATENIN NUC	NOTCH	1	60.0
E2F	IL4 2PATHWAY	1	114.0
ERBB NETWORK	HIV NEF	1	138.0
CD8 TCR	RAC1	1	291.0
HDAC CLASSIII	RHOA REG	1	105.0
SMAD2 3NUCLEAR	WNT NONCANONICAL	1	15.0
MAPK TRK	MTOR 4PATHWAY	1	292.0
ALPHA SYNUCLEIN	INTEGRIN1	1	177.0
ENDOTHELIN	RXR VDR	1	168.0
ANGIOPOIETIN RECEPTOR	WNT CANONICAL	1	5.0
SYNDECAN 4	WNT NONCANONICAL	1	168.0
HDAC CLASSIII	IL2 1PATHWAY	1	51.0
HES HEY	SYNDECAN 2	1	27.0
ER NONGENOMIC	FGF	1	73.0
REELIN	SYNDECAN 4	1	168.0
AURORA A	PS1	1	184.0
BETA CATENIN NUC	SMAD2 3NUCLEAR	1	38.0
CD40	HIV NEF	1	187.0
FGF	FRA	1	207.0
A6B1 A6B4 INTEGRIN	SYNDECAN 2	1	27.0
BARD1	RHOA	1	293.0
FRA	UPA UPAR	1	291.0
FGF	IL2 1PATHWAY	1	274.0
VEGFR1 2	WNT CANONICAL	1	5.0
INTEGRIN1	NFAT TFPATHWAY	1	101.0
EPHRINB REV	TXA2PATHWAY	1	136.0
HNF3B	SYNDECAN 2	1	27.0
AVB3 INTEGRIN	CXCR4	1	55.0
BCR 5PATHWAY	P53 DOWNSTREAM	1	114.0
AP1	INTEGRIN3	1	99.0
FOXO	RB 1PATHWAY	1	0.0
ARF6 TRAFFICKING	SHP2	1	132.0
ATF2	ERBB1 DOWNSTREAM	1	138.0
FGF	P38 ALPHA BETA DOWNSTREAM	1	119.0
HNF3A	RXR VDR	1	56.0
IL1	TOLL ENDOGENOUS	1	291.0
DNA PK	LKB1	1	184.0
MYC ACTIV	P53 DOWNSTREAM	1	138.0
RET	SHP2	1	207.0
FRA	GMCSF	1	291.0
CIRCADIAN	ILK	1	295.0
A6B1 A6B4 INTEGRIN	RHOA	1	1.0
FAK	RHOA	1	1.0
RXR VDR	WNT NONCANONICAL	1	168.0
HIF1 TFPATHWAY	PTP1B	1	99.0
AP1	TXA2PATHWAY	1	142.0
ECADHERIN STABILIZATION	TNF	1	1.0
RET	WNT SIGNALING	1	207.0
E2F	NOTCH	1	158.0
ATF2	EPHB FWD	1	60.0
ENDOTHELIN	FRA	1	207.0
FGF	NFAT TFPATHWAY	1	101.0
A6B1 A6B4 INTEGRIN	NOTCH	1	68.0
IL6 7	PDGFRB	1	51.0
FOXO	MYC ACTIV	1	138.0
HIV NEF	TXA2PATHWAY	1	187.0
EPHRINB REV	VEGF VEGFR	1	136.0
ERBB NETWORK	MYC ACTIV	1	138.0
ARF6 TRAFFICKING	INTEGRIN2	1	252.0
NFAT TFPATHWAY	SMAD2 3NUCLEAR	1	175.0
IL12 STAT4	PTP1B	1	99.0
ERBB1 DOWNSTREAM	NFAT 3PATHWAY	1	138.0
FCER1	GLYPICAN 1PATHWAY	1	132.0
ERBB2 ERBB3	HNF3B	1	161.0
AR TF	HDAC CLASSIII	1	143.0
ATF2	DELTA NP63	1	192.0
HDAC CLASSIII	HIF1 TFPATHWAY	1	178.0
ARF 3PATHWAY	PS1	1	184.0
IFNG	IL23	1	187.0
IL1	INTEGRIN2	1	291.0
CD40	IL12 2PATHWAY	1	187.0
HNF3B	RAC1	1	9.0
CD8 TCR	IL4 2PATHWAY	1	291.0
IFNG	TOLL ENDOGENOUS	1	187.0
EPHA FWDPATHWAY	P38 ALPHA BETA DOWNSTREAM	1	91.0
FAS	MTOR 4PATHWAY	1	79.0
FAK	FOXM1	1	15.0
TGFBR	VEGFR1 2	1	0.0
A6B1 A6B4 INTEGRIN	AVB3 INTEGRIN	1	101.0
ENDOTHELIN	NFAT 3PATHWAY	1	52.0
ANGIOPOIETIN RECEPTOR	PDGFRB	1	32.0
BMP	GLYPICAN 1PATHWAY	1	207.0
INTEGRIN A9B1	MYC REPRESS	1	99.0
ECADHERIN KERATINOCYTE	HNF3B	1	42.0
P53 REGULATION	RB 1PATHWAY	1	15.0
IL12 STAT4	INTEGRIN2	1	117.0
HIV NEF	IFNG	1	187.0
HES HEY	RAS	1	31.0
ERBB NETWORK	INTEGRIN3	1	149.0
ARF6 TRAFFICKING	IL4 2PATHWAY	1	252.0
CDC42 REG	ERA GENOMIC	1	2.0
A6B1 A6B4 INTEGRIN	P38 ALPHA BETA DOWNSTREAM	1	91.0
NOTCH	TXA2PATHWAY	1	136.0
AP1	INTEGRIN A9B1	1	99.0
ANGIOPOIETIN RECEPTOR	INTEGRIN2	1	56.0
BETA CATENIN NUC	RET	1	97.0
ERBB NETWORK	INTEGRIN CS	1	149.0
IL2 STAT5	NFAT TFPATHWAY	1	201.0
CDC42	DELTA NP63	1	254.0
KIT	P73PATHWAY	1	114.0
CD8 TCR	TOLL ENDOGENOUS	1	291.0
IGF1	MTOR 4PATHWAY	1	4.0
S1P S1P3	TXA2PATHWAY	1	136.0
EPHRINB REV	HEDGEHOG GLI	1	227.0
CASPASE	MET	1	94.0
A6B1 A6B4 INTEGRIN	RAC1	1	9.0
DELTA NP63	FGF	1	192.0
AP1	IL6 7	1	206.0
FGF	LYSOPHOSPHOLIPID	1	97.0
AMB2 NEUTROPHILS	CD8 TCR	1	291.0
AVB3 INTEGRIN	SYNDECAN 1	1	146.0
ARF6 TRAFFICKING	BCR 5PATHWAY	1	252.0
ATF2	AVB3 INTEGRIN	1	60.0
CERAMIDE	TCR	1	51.0
ERA GENOMIC	ERBB4	1	239.0
HNF3A	IL4 2PATHWAY	1	108.0
AP1	HIV NEF	1	138.0
FGF	P53 DOWNSTREAM	1	192.0
FGF	RAC1 REG	1	101.0
HIF1 TFPATHWAY	RET	1	119.0
PTP1B	UPA UPAR	1	99.0
IL1	NFKAPPAB CANONICAL	1	291.0
ECADHERIN STABILIZATION	RHOA	1	1.0
CD8 TCR	CDC42 REG	1	250.0
ATF2	BETA CATENIN NUC	1	60.0
IL12 2PATHWAY	INTEGRIN CS	1	166.0
BETA CATENIN NUC	INTEGRIN3	1	146.0
MET	SYNDECAN 1	1	186.0
CD40	PLK1	1	114.0
HDAC CLASSI	WNT NONCANONICAL	1	15.0
ATF2	MYC ACTIV	1	138.0
IL23	IL8 CXCR2	1	47.0
INTEGRIN1	SMAD2 3NUCLEAR	1	3.0
HDAC CLASSI	HDAC CLASSIII	1	178.0
BCR 5PATHWAY	IL12 STAT4	1	117.0
ENDOTHELIN	HES HEY	1	233.0
HIV NEF	IL23	1	187.0
E2F	P53 DOWNSTREAM	1	114.0
EPHB FWD	HES HEY	1	26.0
ERBB NETWORK	ERBB4	1	141.0
IL23	KIT	1	242.0
FRA	MYC ACTIV	1	138.0
CERAMIDE	IL2 1PATHWAY	1	51.0
AP1	NFAT 3PATHWAY	1	138.0
ENDOTHELIN	RET	1	207.0
IL23	NFKAPPAB CANONICAL	1	291.0
EPHB FWD	RHOA	1	1.0
HNF3A	SHP2	1	147.0
A6B1 A6B4 INTEGRIN	IL4 2PATHWAY	1	108.0
FCER1	TGFBR	1	206.0
REELIN	SHP2	1	122.0
AP1	CXCR4	1	206.0
EPHB FWD	LIS1	1	1.0
CONE	NCADHERIN	1	157.0
A6B1 A6B4 INTEGRIN	P73PATHWAY	1	287.0
PDGFRA	WNT SIGNALING	1	236.0
CDC42	PDGFRB	1	15.0
ARF 3PATHWAY	THROMBIN PAR1	1	184.0
IL27	TOLL ENDOGENOUS	1	18.0
FOXO	INTEGRIN1	1	32.0
CD8 TCR	INTEGRIN2	1	291.0
ERBB NETWORK	TCR	1	291.0
IL4 2PATHWAY	RHOA	1	114.0
NECTIN	RHOA REG	1	27.0
HNF3A	RET	1	119.0
TCR	THROMBIN PAR1	1	51.0
ERA GENOMIC	HDAC CLASSI	1	178.0
CASPASE	INTEGRIN1	1	101.0
CD8 TCR	IL1	1	291.0
PDGFRB	RHOA REG	1	32.0
HNF3B	TGFBR	1	38.0
IL1	TCR	1	291.0
FRA	IL23	1	291.0
RHOA REG	SYNDECAN 2	1	27.0
ERBB NETWORK	ERBB1 DOWNSTREAM	1	138.0
ATF2	CERAMIDE	1	196.0
AURORA A	BMP	1	15.0
HIV NEF	NFAT 3PATHWAY	1	138.0
ENDOTHELIN	INSULIN GLUCOSE	1	198.0
CONE	HEDGEHOG 2PATHWAY	1	157.0
ERA GENOMIC	HIF1 TFPATHWAY	1	178.0
CXCR4	RAC1 REG	1	117.0
GMCSF	RAC1 REG	1	117.0
BMP	TRKR	1	220.0
HNF3B	IL4 2PATHWAY	1	108.0
ATR	EPHB FWD	1	121.0
ARF6 TRAFFICKING	HIF1 TFPATHWAY	1	132.0
S1P S1P3	SHP2	1	136.0
HDAC CLASSI	VEGFR1 2	1	14.0
HNF3A	LYSOPHOSPHOLIPID	1	237.0
ERBB1 INTERNALIZATION	SYNDECAN 1	1	251.0
ANGIOPOIETIN RECEPTOR	FAK	1	32.0
CD8 TCR	FCER1	1	291.0
ATF2	HIF1 TFPATHWAY	1	175.0
AMB2 NEUTROPHILS	INTEGRIN1	1	291.0
LKB1	NFAT 3PATHWAY	1	184.0
CDC42	MYC ACTIV	1	121.0
CIRCADIAN	P53 DOWNSTREAM	1	138.0
BMP	FRA	1	207.0
FGF	GLYPICAN 1PATHWAY	1	207.0
MYC ACTIV	SMAD2 3PATHWAY	1	30.0
PLK1	TCR	1	114.0
AVB3 INTEGRIN	S1P S1P3	1	55.0
FOXO	NFAT 3PATHWAY	1	138.0
CDC42	FAK	1	15.0
ATF2	IFNG	1	187.0
NECTIN	VEGFR1 2	1	27.0
LYSOPHOSPHOLIPID	RAS	1	2.0
FRA	HEDGEHOG 2PATHWAY	1	207.0
ILK	WNT SIGNALING	1	207.0
CD8 TCR	TCR	1	291.0
HES HEY	RHOA REG	1	27.0
GMCSF	KIT	1	242.0
FGF	P75 NTR	1	261.0
IL12 2PATHWAY	KIT	1	242.0
BMP	EPHRINB REV	1	15.0
HEDGEHOG GLI	INTEGRIN1	1	55.0
AVB3 INTEGRIN	RAC1 REG	1	101.0
AR TF	ERBB NETWORK	1	143.0
CDC42	TAP63	1	254.0
EPHA FWDPATHWAY	RHOA REG	1	104.0
LIS1	LYSOPHOSPHOLIPID	1	1.0
REELIN	TXA2PATHWAY	1	122.0
ALK2	BMP	1	89.0
CMYB	FCER1	1	117.0
ARF6	P53 DOWNSTREAM	1	149.0
CASPASE	RAC1 REG	1	101.0
TXA2PATHWAY	VEGF VEGFR	1	136.0
ARF6	TOLL ENDOGENOUS	1	191.0
P53 DOWNSTREAM	SMAD2 3NUCLEAR	1	175.0
ENDOTHELIN	INSULIN	1	198.0
BCR 5PATHWAY	ENDOTHELIN	1	216.0
CD40	PDGFRB	1	114.0
BMP	P53 DOWNSTREAM	1	203.0
INTEGRIN A9B1	TOLL ENDOGENOUS	1	291.0
ERBB NETWORK	IL23	1	291.0
ARF6	INTEGRIN CS	1	149.0
CDC42 REG	REELIN	1	2.0
AURORA A	RB 1PATHWAY	1	15.0
ENDOTHELIN	S1P S1P3	1	136.0
AVB3 INTEGRIN	INTEGRIN A9B1	1	132.0
FCER1	IL1	1	291.0
HIF1 TFPATHWAY	NFAT TFPATHWAY	1	175.0
IL4 2PATHWAY	P53 DOWNSTREAM	1	114.0
ECADHERIN STABILIZATION	LIS1	1	1.0
EPHA FWDPATHWAY	P53 DOWNSTREAM	1	91.0
ILK	RET	1	207.0
CERAMIDE	TAP63	1	51.0
BMP	P53 REGULATION	1	15.0
RAC1 REG	VEGF VEGFR	1	136.0
SHP2	VEGF VEGFR	1	136.0
CASPASE	ERBB NETWORK	1	101.0
FAK	HDAC CLASSI	1	15.0
BETA CATENIN NUC	WNT NONCANONICAL	1	168.0
PDGFRB	WNT NONCANONICAL	1	15.0
AVB3 INTEGRIN	EPHA FWDPATHWAY	1	230.0
IL4 2PATHWAY	PLK1	1	114.0
ECADHERIN STABILIZATION	SYNDECAN 1	1	42.0
AURORA B	RAC1 REG	1	114.0
HDAC CLASSIII	HNF3A	1	219.0
EPHRINB REV	HDAC CLASSI	1	15.0
BMP	HDAC CLASSI	1	15.0
CD40	HNF3B	1	108.0
E2F	P73PATHWAY	1	114.0
FCER1	WNT SIGNALING	1	60.0
EPHRINB REV	P38 ALPHA BETA DOWNSTREAM	1	119.0
ERBB1 DOWNSTREAM	NFKAPPAB ATYPICAL	1	138.0
PLK1	RHOA	1	114.0
HIF1 TFPATHWAY	UPA UPAR	1	99.0
HDAC CLASSI	WNT CANONICAL	1	10.0
CASPASE	FGF	1	101.0
BETA CATENIN NUC	FCER1	1	60.0
CDC42	P53 REGULATION	1	15.0
ECADHERIN STABILIZATION	IL6 7	1	7.0
P53 REGULATION	PDGFRB	1	15.0
NFAT 3PATHWAY	NFAT TFPATHWAY	1	138.0
ERBB1 DOWNSTREAM	INTEGRIN2	1	191.0
ILK	NFAT TFPATHWAY	1	101.0
LYSOPHOSPHOLIPID	NCADHERIN	1	157.0
CIRCADIAN	FRA	1	138.0
ILK	SYNDECAN 4	1	168.0
RAS	REELIN	1	2.0
GMCSF	INTEGRIN1	1	291.0
GLYPICAN 1PATHWAY	RET	1	207.0
EPHB FWD	FAK	1	1.0
CDC42	EPHA FWDPATHWAY	1	254.0
RHOA REG	VEGFR1	1	32.0
HIV NEF	NFAT TFPATHWAY	1	138.0
NFKAPPAB CANONICAL	TOLL ENDOGENOUS	1	291.0
BMP	FOXO	1	32.0
ECADHERIN STABILIZATION	INTEGRIN1	1	137.0
RAC1 REG	S1P S1P3	1	136.0
EPHB FWD	FCER1	1	60.0
ERBB NETWORK	HDAC CLASSIII	1	143.0
EPO	TRKR	1	220.0
HNF3A	TAP63	1	130.0
CDC42	WNT NONCANONICAL	1	15.0
HIF1 TFPATHWAY	IL12 STAT4	1	99.0
CIRCADIAN	IL12 2PATHWAY	1	138.0
AMB2 NEUTROPHILS	BCR 5PATHWAY	1	117.0
HIF1A	MYC ACTIV	1	276.0
BETA CATENIN NUC	EPHB FWD	1	60.0
IL2 1PATHWAY	PDGFRB	1	51.0
AP1	IL12 STAT4	1	99.0
TGFBR	UPA UPAR	1	38.0
FOXM1	NOTCH	1	158.0
AMB2 NEUTROPHILS	IL12 STAT4	1	117.0
ENDOTHELIN	KIT	1	198.0
ATF2	IL4 2PATHWAY	1	187.0
INSULIN	NCADHERIN	1	116.0
ATR	CDC42	1	121.0
ATF2	WNT SIGNALING	1	60.0
ERBB2 ERBB3	HNF3A	1	161.0
IL12 2PATHWAY	WNT SIGNALING	1	166.0
FOXM1	PDGFRB	1	15.0
HNF3A	IL6 7	1	161.0
AP1	CIRCADIAN	1	138.0
ECADHERIN KERATINOCYTE	SYNDECAN 1	1	42.0
CIRCADIAN	HIV NEF	1	138.0
BMP	HNF3B	1	89.0
INTEGRIN1	PDGFRA	1	236.0
ARF 3PATHWAY	DNA PK	1	184.0
AURORA A	DNA PK	1	184.0
CD40	RAC1 REG	1	114.0
IFNG	IL12 2PATHWAY	1	187.0
AP1	DELTA NP63	1	54.0
ILK	S1P S1P3	1	55.0
GMCSF	IL1	1	291.0
DNA PK	P53 REGULATION	1	184.0
AJDISS 2PATHWAY	EPHA FWDPATHWAY	1	238.0
EPHB FWD	TNF	1	1.0
IL8 CXCR2	RAC1	1	117.0
BMP	UPA UPAR	1	223.0
CXCR4	IL2 1PATHWAY	1	51.0
IL4 2PATHWAY	INTEGRIN1	1	291.0
RET	SYNDECAN 4	1	97.0
LIS1	TRKR	1	116.0
ERBB4	RHOA REG	1	104.0
BETA CATENIN NUC	ECADHERIN NASCENT AJ	1	38.0
ECADHERIN KERATINOCYTE	ENDOTHELIN	1	42.0
ATF2	CIRCADIAN	1	138.0
FRA	RAC1	1	291.0
CASPASE	ILK	1	101.0
P53 DOWNSTREAM	P73PATHWAY	1	114.0
ARF6	ERBB NETWORK	1	149.0
NFAT TFPATHWAY	TOLL ENDOGENOUS	1	18.0
FGF	TRKR	1	192.0
EPHRINB REV	S1P S1P3	1	136.0
NECTIN	WNT SIGNALING	1	247.0
ILK	THROMBIN PAR1	1	55.0
ERBB NETWORK	RAC1	1	291.0
AP1	TGFBR	1	206.0
ARF6	IL12 2PATHWAY	1	201.0
NECTIN	TNF	1	1.0
HIV NEF	NFKAPPAB ATYPICAL	1	138.0
ATF2	ECADHERIN STABILIZATION	1	138.0
FCER1	NOTCH	1	60.0
HES HEY	HNF3A	1	159.0
GMCSF	INTEGRIN A9B1	1	291.0
HNF3A	P38 ALPHA BETA DOWNSTREAM	1	119.0
A6B1 A6B4 INTEGRIN	FAK	1	1.0
ALK2	LYSOPHOSPHOLIPID	1	195.0
MYC REPRESS	UPA UPAR	1	99.0
NFKAPPAB CANONICAL	RAC1	1	291.0
ARF6 TRAFFICKING	INTEGRIN3	1	252.0
BMP	FOXM1	1	15.0
EPHRINB REV	SMAD2 3NUCLEAR	1	15.0
RHOA REG	VEGF VEGFR	1	136.0
LYSOPHOSPHOLIPID	SYNDECAN 4	1	97.0
HIF1 TFPATHWAY	TNF	1	70.0
BETA CATENIN NUC	ILK	1	168.0
CDC42	RB 1PATHWAY	1	15.0
HEDGEHOG GLI	TAP63	1	227.0
FOXO	SMAD2 3NUCLEAR	1	0.0
BCR 5PATHWAY	PDGFRB	1	114.0
IL8 CXCR2	SYNDECAN 1	1	262.0
NFAT 3PATHWAY	NFKAPPAB ATYPICAL	1	138.0
FOXO	IL12 2PATHWAY	1	138.0
NOTCH	RHOA REG	1	136.0
IL12 2PATHWAY	IL2 STAT5	1	201.0
HIF1 TFPATHWAY	INTEGRIN3	1	99.0
ILK	WNT NONCANONICAL	1	168.0
INTEGRIN A9B1	PTP1B	1	99.0
INTEGRIN1	PDGFRB	1	32.0
INTEGRIN A9B1	NFKAPPAB CANONICAL	1	291.0
BCR 5PATHWAY	KIT	1	114.0
P53 DOWNSTREAM	PTP1B	1	99.0
BETA CATENIN NUC	HES HEY	1	233.0
EPHRINB REV	FGF	1	119.0
IL12 STAT4	INTEGRIN1	1	99.0
NCADHERIN	RET	1	157.0
HEDGEHOG GLI	THROMBIN PAR1	1	55.0
ARF6	UPA UPAR	1	191.0
HDAC CLASSIII	THROMBIN PAR1	1	51.0
TXA2PATHWAY	WNT SIGNALING	1	207.0
AURORA B	P73PATHWAY	1	114.0
HDAC CLASSIII	TAP63	1	51.0
HIF1 TFPATHWAY	TCR	1	144.0
INTEGRIN1	WNT NONCANONICAL	1	168.0
ERBB NETWORK	RHOA REG	1	149.0
DELTA NP63	NOTCH	1	68.0
BETA CATENIN NUC	RXR VDR	1	168.0
ALK2	ERBB NETWORK	1	195.0
IL12 STAT4	MYC REPRESS	1	99.0
NOTCH	RAC1 REG	1	136.0
CMYB	PLK1	1	234.0
PS1	THROMBIN PAR1	1	184.0
HIF1 TFPATHWAY	SYNDECAN 4	1	70.0
RHOA REG	S1P S1P3	1	136.0
FAK	TCPTP	1	3.0
INTEGRIN2	RAC1 REG	1	117.0
LYSOPHOSPHOLIPID	TNF	1	1.0
NCADHERIN	TRKR	1	116.0
HEDGEHOG 2PATHWAY	HNF3B	1	102.0
EPHB FWD	ERBB NETWORK	1	285.0
KIT	TCR	1	114.0
SMAD2 3NUCLEAR	TCPTP	1	3.0
MYC ACTIV	NFAT 3PATHWAY	1	138.0
DNA PK	MYC ACTIV	1	95.0
CIRCADIAN	ERBB1 DOWNSTREAM	1	138.0
DNA PK	THROMBIN PAR1	1	184.0
EPHRINB REV	HNF3A	1	119.0
IL2 1PATHWAY	TOLL ENDOGENOUS	1	51.0
ERBB1 DOWNSTREAM	FRA	1	138.0
LKB1	PS1	1	184.0
FOXO	P53 DOWNSTREAM	1	138.0
BMP	RHOA REG	1	32.0
CD8 TCR	NFAT TFPATHWAY	1	201.0
ATF2	FOXO	1	138.0
INTEGRIN A9B1	TCR	1	291.0
FOXM1	MYC ACTIV	1	29.0
FOXO	RHOA REG	1	32.0
A6B1 A6B4 INTEGRIN	ERBB1 DOWNSTREAM	1	1.0
ECADHERIN STABILIZATION	NFAT TFPATHWAY	1	138.0
ERBB1 INTERNALIZATION	REELIN	1	251.0
ECADHERIN STABILIZATION	FOXO	1	138.0
ATF2	IL23	1	187.0
HNF3A	INTEGRIN3	1	41.0
LYSOPHOSPHOLIPID	RXR VDR	1	235.0
CXCR4	FAK	1	3.0
ERBB NETWORK	TAP63	1	238.0
P53 DOWNSTREAM	TRKR	1	192.0
SYNDECAN 4	TNF	1	70.0
DELTA NP63	SHP2	1	82.0
AMB2 NEUTROPHILS	NFKAPPAB CANONICAL	1	291.0
BMP	LYSOPHOSPHOLIPID	1	157.0
PDGFRB	PLK1	1	114.0
IL12 STAT4	IL8 CXCR2	1	117.0
AMB2 NEUTROPHILS	CD8 TCR DOWNSTREAM	1	47.0
ATF2	TRKR	1	192.0
IFNG	TXA2PATHWAY	1	187.0
AVB3 INTEGRIN	SYNDECAN 4	1	146.0
IL6 7	TCR	1	51.0
AJDISS 2PATHWAY	INTEGRIN1	1	71.0
INTEGRIN2	NFKAPPAB CANONICAL	1	291.0
P75 NTR	WNT SIGNALING	1	261.0
CERAMIDE	HIF1 TFPATHWAY	1	178.0
P53 DOWNSTREAM	SYNDECAN 4	1	203.0
AP1	MYC ACTIV	1	138.0
ERBB NETWORK	IL1	1	291.0
ARF6 TRAFFICKING	INTEGRIN A9B1	1	132.0
CDC42	EPHB FWD	1	121.0
LIS1	TNF	1	1.0
ECADHERIN STABILIZATION	NECTIN	1	1.0
EPHA FWDPATHWAY	INTEGRIN1	1	89.0
HNF3B	RXR VDR	1	56.0
AP1	ERBB1 DOWNSTREAM	1	138.0
ERBB NETWORK	NFKAPPAB ATYPICAL	1	138.0
AURORA B	BCR 5PATHWAY	1	114.0
EPHA FWDPATHWAY	EPHB FWD	1	104.0
HDAC CLASSIII	PDGFRB	1	51.0
ECADHERIN KERATINOCYTE	ERBB NETWORK	1	42.0
P53 DOWNSTREAM	PDGFRB	1	114.0
FOXO	VEGFR1	1	32.0
HEDGEHOG 2PATHWAY	PDGFRA	1	236.0
SMAD2 3NUCLEAR	UPA UPAR	1	38.0
IL12 STAT4	TCR	1	117.0
IL6 7	TGFBR	1	206.0
IL12 2PATHWAY	IL6 7	1	206.0
ECADHERIN STABILIZATION	IL12 2PATHWAY	1	138.0
SHP2	SYNDECAN 1	1	82.0
HIF1 TFPATHWAY	SMAD2 3NUCLEAR	1	175.0
HIF1 TFPATHWAY	P38 ALPHA BETA DOWNSTREAM	1	119.0
SYNDECAN 1	UPA UPAR	1	146.0
IL1	INTEGRIN A9B1	1	291.0
A6B1 A6B4 INTEGRIN	INSULIN GLUCOSE	1	198.0
EPHB FWD	NECTIN	1	1.0
BCR 5PATHWAY	TXA2PATHWAY	1	18.0
AP1	FOXO	1	138.0
EPHB FWD	ERBB1 DOWNSTREAM	1	1.0
A6B1 A6B4 INTEGRIN	NFAT TFPATHWAY	1	101.0
INTEGRIN1	RET	1	207.0
AMB2 NEUTROPHILS	FRA	1	291.0
PDGFRB	TAP63	1	51.0
HNF3B	VEGFR1 2	1	27.0
BETA CATENIN NUC	DELTA NP63	1	49.0
INTEGRIN A9B1	SHP2	1	132.0
HDAC CLASSIII	WNT NONCANONICAL	1	210.0
ERBB1 DOWNSTREAM	HIV NEF	1	138.0
NFAT TFPATHWAY	SYNDECAN 1	1	262.0
INTEGRIN1	LIS1	1	116.0
FOXM1	RB 1PATHWAY	1	15.0
AP1	NFKAPPAB ATYPICAL	1	138.0
BETA CATENIN NUC	TAP63	1	49.0
EPHA FWDPATHWAY	NOTCH	1	52.0
CIRCADIAN	ECADHERIN STABILIZATION	1	138.0
AURORA B	PDGFRB	1	114.0
BMP	CDC42	1	15.0
E2F	RAC1 REG	1	114.0
FGF	RB 1PATHWAY	1	33.0
AJDISS 2PATHWAY	ERA GENOMIC	1	239.0
HIF1 TFPATHWAY	WNT SIGNALING	1	177.0
HES HEY	INTEGRIN1	1	26.0
P53 REGULATION	SMAD2 3NUCLEAR	1	15.0
ERBB1 DOWNSTREAM	NFAT TFPATHWAY	1	138.0
HDAC CLASSIII	IL6 7	1	51.0
IL23	UPA UPAR	1	291.0
EPHRINB REV	HIF1 TFPATHWAY	1	119.0
SYNDECAN 1	TCR	1	262.0
KIT	RAC1 REG	1	114.0
HNF3B	INTEGRIN3	1	41.0
HEDGEHOG 2PATHWAY	UPA UPAR	1	146.0
ECADHERIN KERATINOCYTE	HNF3A	1	42.0
P75 NTR	SYNDECAN 1	1	261.0
ARF 3PATHWAY	NFAT 3PATHWAY	1	184.0
AURORA A	NFAT 3PATHWAY	1	184.0
CERAMIDE	TOLL ENDOGENOUS	1	51.0
FAK	LIS1	1	1.0
ERBB4	HEDGEHOG 2PATHWAY	1	102.0
FCER1	IL6 7	1	206.0
ERBB NETWORK	SMAD2 3NUCLEAR	1	175.0
RB 1PATHWAY	TGFBR	1	0.0
FRA	NFAT TFPATHWAY	1	138.0
CXCR4	HIF1 TFPATHWAY	1	206.0
ANGIOPOIETIN RECEPTOR	BMP	1	32.0
IL27	KIT	1	242.0
EPHA FWDPATHWAY	P75 NTR	1	261.0
PDGFRB	TOLL ENDOGENOUS	1	51.0
IL12 STAT4	P53 DOWNSTREAM	1	99.0
HNF3B	NFAT TFPATHWAY	1	129.0
ARF 3PATHWAY	P75 NTR	1	79.0
AURORA B	KIT	1	114.0
DELTA NP63	IL23	1	68.0
CERAMIDE	PDGFRB	1	51.0
MYC ACTIV	NFKAPPAB ATYPICAL	1	138.0
P53 DOWNSTREAM	UPA UPAR	1	99.0
AR TF	EPHA FWDPATHWAY	1	225.0
AURORA B	NOTCH	1	158.0
AP1	SMAD2 3NUCLEAR	1	175.0
CD8 TCR	ERBB NETWORK	1	291.0
HES HEY	TAP63	1	26.0
ERBB1 DOWNSTREAM	LIS1	1	1.0
MYC ACTIV	TELOMERASE	1	29.0
EPHB FWD	HNF3B	1	104.0
ERBB1 DOWNSTREAM	FAK	1	1.0
DELTA NP63	RETINOIC ACID	1	150.0
HIV NEF	SYNDECAN 1	1	166.0
ECADHERIN KERATINOCYTE	EPHA FWDPATHWAY	1	42.0
INSULIN	TRKR	1	116.0
