pw0	pw1	weight	features
Cyanoamino acid metabolism PAO1	Peptidoglycan biosynthesis PAO1	1	146.0
Flagellar assembly PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	292.0
Nitrogen metabolism PAO1	Propanoate metabolism PAO1	1	201.0
Cysteine and methionine metabolism PAO1	Ribosome PAO1	1	31.0
Arginine biosynthesis PAO1	Cysteine and methionine metabolism PAO1	1	15.0
Hemophore/metalloprotease transport system	Tyrosine metabolism PAO1	1	105.0
Bacterial secretion system PAO1	Tyrosine metabolism PAO1	1	214.0
Bacterial chemotaxis PAO1	Phosphonate and phosphinate metabolism PAO1	1	237.0
One carbon pool by folate PAO1	Porphyrin and chlorophyll metabolism PAO1	1	297.0
Glycolysis / Gluconeogenesis PAO1	Propanoate metabolism PAO1	1	158.0
Valine, leucine and isoleucine degradation PAO1	Zinc transport system	1	38.0
Methane metabolism PAO1	Purine metabolism PAO1	1	31.0
Arginine biosynthesis PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	151.0
Phenylalanine metabolism PAO1	Tyrosine metabolism PAO1	1	252.0
Arginine biosynthesis PAO1	Mismatch repair PAO1	1	15.0
Bacterial secretion system PAO1	Oxidative phosphorylation PAO1	1	78.0
2-Oxocarboxylic acid metabolism PAO1	Imipenem resistance, repression of porin OprD	1	84.0
Benzoate degradation PAO1	Propanoate metabolism PAO1	1	128.0
Benzoate degradation PAO1	Putrescine transport system	1	128.0
Homologous recombination PAO1	Propanoate metabolism PAO1	1	260.0
Alanine, aspartate and glutamate metabolism PAO1	Protein export PAO1	1	176.0
Dipeptide transport system	Histidine metabolism PAO1	1	227.0
Hemophore/metalloprotease transport system	Quorum sensing PAO1	1	44.0
Propanoate metabolism PAO1	beta-Alanine metabolism PAO1	1	234.0
Aminoglycoside resistance, protease FtsH	Arginine biosynthesis PAO1	1	102.0
Fatty acid metabolism PAO1	Ribosome, bacteria	1	251.0
Flagellar assembly PAO1	Tryptophan metabolism PAO1	1	292.0
C5-Branched dibasic acid metabolism PAO1	Tryptophan metabolism PAO1	1	292.0
Citrate cycle (TCA cycle) PAO1	Spermidine/putrescine transport system	1	117.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Arginine biosynthesis PAO1	1	82.0
Butanoate metabolism PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	158.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Macrolide resistance, MacAB-TolC transporter	1	8.0
Cyanoamino acid metabolism PAO1	Porphyrin and chlorophyll metabolism PAO1	1	282.0
Quorum sensing PAO1	Type III secretion system	1	289.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Degradation of aromatic compounds PAO1	1	130.0
Pentose phosphate pathway PAO1	Thiamine metabolism PAO1	1	15.0
Aminoglycoside resistance, protease FtsH	Arginine and proline metabolism PAO1	1	102.0
Histidine metabolism PAO1	gamma-Hexachlorocyclohexane transport system	1	39.0
Pentose phosphate pathway PAO1	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	1	175.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Styrene degradation PAO1	1	39.0
Phosphate transport system	RNA degradation PAO1	1	63.0
Ribosome, bacteria	Thiamine metabolism PAO1	1	0.0
Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Cyanoamino acid metabolism PAO1	1	7.0
Porphyrin and chlorophyll metabolism PAO1	Urea transport system	1	230.0
RNA degradation PAO1	Thiamine metabolism PAO1	1	0.0
Sulfur metabolism PAO1	Valine, leucine and isoleucine biosynthesis PAO1	1	288.0
Glycolysis / Gluconeogenesis PAO1	Lipopolysaccharide biosynthesis PAO1	1	6.0
Type II general secretion pathway	Urea transport system	1	230.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Pyrimidine metabolism PAO1	1	294.0
Iron(III) transport system	Ribosome PAO1	1	8.0
Branched-chain amino acid transport system	Porphyrin and chlorophyll metabolism PAO1	1	296.0
Phosphonate transport system	Tyrosine metabolism PAO1	1	214.0
Biotin metabolism PAO1	D-Methionine transport system	1	299.0
Aminobenzoate degradation PAO1	Phosphonate transport system	1	28.0
Flagellar assembly PAO1	Pyruvate metabolism PAO1	1	76.0
Protein export PAO1	RNA degradation PAO1	1	63.0
Alanine, aspartate and glutamate metabolism PAO1	Type III secretion system	1	206.0
Glutamate/aspartate transport system	Pyruvate metabolism PAO1	1	61.0
Aminoacyl-tRNA biosynthesis PAO1	Cysteine and methionine metabolism PAO1	1	31.0
Bacterial chemotaxis PAO1	Fatty acid biosynthesis PAO1	1	294.0
Iron(III) transport system	Multidrug resistance, efflux pump TriABC-TolC	1	191.0
Urea transport system	Vanadium resistance, efflux pump MexGHI-OpmD	1	230.0
Glutamate/aspartate transport system	Phenazine biosynthesis PAO1	1	255.0
Propanoate metabolism PAO1	Purine metabolism PAO1	1	260.0
Cysteine and methionine metabolism PAO1	Tyrosine metabolism PAO1	1	247.0
Glycine, serine and threonine metabolism PAO1	Thiamine metabolism PAO1	1	15.0
Porphyrin and chlorophyll metabolism PAO1	Type II general secretion pathway	1	230.0
Oxidative phosphorylation PAO1	beta-Lactam resistance PAO1	1	273.0
Arginine biosynthesis PAO1	C5-Branched dibasic acid metabolism PAO1	1	292.0
Type II general secretion pathway	Valine, leucine and isoleucine biosynthesis PAO1	1	42.0
Mismatch repair PAO1	Pentose phosphate pathway PAO1	1	15.0
Folate biosynthesis PAO1	Nitrogen metabolism PAO1	1	161.0
Histidine metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	261.0
2-Oxocarboxylic acid metabolism PAO1	Pyrimidine metabolism PAO1	1	0.0
Ribosome, bacteria	Urea transport system	1	117.0
Alanine, aspartate and glutamate metabolism PAO1	Amino sugar and nucleotide sugar metabolism PAO1	1	291.0
Arginine biosynthesis PAO1	Pantothenate and CoA biosynthesis PAO1	1	223.0
Arginine and proline metabolism PAO1	Propanoate metabolism PAO1	1	128.0
Methane metabolism PAO1	Phenylalanine metabolism PAO1	1	252.0
Glycerolipid metabolism PAO1	Pentose phosphate pathway PAO1	1	266.0
Aminoacyl-tRNA biosynthesis PAO1	Pyrimidine metabolism PAO1	1	0.0
Cytochrome c oxidase, cbb3-type	beta-Lactam resistance PAO1	1	292.0
Glycine, serine and threonine metabolism PAO1	Macrolide resistance, MacAB-TolC transporter	1	225.0
Biotin metabolism PAO1	Lipopolysaccharide biosynthesis PAO1	1	176.0
Peptidoglycan biosynthesis PAO1	Zinc transport system	1	251.0
Hemophore/metalloprotease transport system	Zinc transport system	1	225.0
Degradation of aromatic compounds PAO1	Putrescine transport system	1	128.0
RNA degradation PAO1	Terpenoid backbone biosynthesis PAO1	1	63.0
Tryptophan metabolism PAO1	beta-Lactam resistance PAO1	1	292.0
Macrolide resistance, MacAB-TolC transporter	Tyrosine metabolism PAO1	1	38.0
Ribosome, bacteria	Terpenoid backbone biosynthesis PAO1	1	63.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Cyanoamino acid metabolism PAO1	1	282.0
Phosphate transport system	Ribosome, bacteria	1	63.0
Alanine, aspartate and glutamate metabolism PAO1	Biotin metabolism PAO1	1	176.0
Benzoate degradation PAO1	Ribosome, bacteria	1	190.0
Iron complex transport system	Iron(III) transport system	1	8.0
Biotin metabolism PAO1	Citrate cycle (TCA cycle) PAO1	1	290.0
Alanine, aspartate and glutamate metabolism PAO1	Peptidoglycan biosynthesis PAO1	1	176.0
Arginine biosynthesis PAO1	Glycerolipid metabolism PAO1	1	266.0
Fatty acid metabolism PAO1	Nitrogen metabolism PAO1	1	70.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Mismatch repair PAO1	1	150.0
Mismatch repair PAO1	Pyrimidine metabolism PAO1	1	15.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Methane metabolism PAO1	1	53.0
Aminobenzoate degradation PAO1	beta-Alanine metabolism PAO1	1	234.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Type VI secretion system	1	82.0
Aminoglycoside resistance, protease FtsH	Glyoxylate and dicarboxylate metabolism PAO1	1	102.0
Glycolysis / Gluconeogenesis PAO1	Starch and sucrose metabolism PAO1	1	20.0
Pentose phosphate pathway PAO1	Ribosome PAO1	1	294.0
Aminobenzoate degradation PAO1	Spermidine/putrescine transport system	1	133.0
Methane metabolism PAO1	Porphyrin and chlorophyll metabolism PAO1	1	282.0
Aminobenzoate degradation PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	227.0
Nitrogen metabolism PAO1	Phosphonate and phosphinate metabolism PAO1	1	237.0
Phenylalanine metabolism PAO1	Zinc transport system	1	225.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Nitrogen metabolism PAO1	1	82.0
Citrate cycle (TCA cycle) PAO1	Mismatch repair PAO1	1	150.0
Peptidoglycan biosynthesis PAO1	RNA degradation PAO1	1	5.0
Alanine, aspartate and glutamate metabolism PAO1	Dipeptide transport system	1	173.0
Alanine, aspartate and glutamate metabolism PAO1	Porphyrin and chlorophyll metabolism PAO1	1	282.0
Multidrug resistance, efflux pump TriABC-TolC	gamma-Hexachlorocyclohexane transport system	1	29.0
Oxidative phosphorylation PAO1	Porphyrin and chlorophyll metabolism PAO1	1	282.0
2-Oxocarboxylic acid metabolism PAO1	Bacterial chemotaxis PAO1	1	237.0
Valine, leucine and isoleucine degradation PAO1	beta-Alanine metabolism PAO1	1	234.0
Bacterial chemotaxis PAO1	Lysine degradation PAO1	1	232.0
Fatty acid metabolism PAO1	Zinc transport system	1	251.0
C5-Branched dibasic acid metabolism PAO1	beta-Lactam resistance PAO1	1	292.0
Tyrosine metabolism PAO1	beta-Alanine metabolism PAO1	1	234.0
Cysteine and methionine metabolism PAO1	Propanoate metabolism PAO1	1	247.0
Glyoxylate and dicarboxylate metabolism PAO1	Starch and sucrose metabolism PAO1	1	190.0
Fatty acid degradation PAO1	Type VI secretion system	1	159.0
Benzoate degradation PAO1	Oxidative phosphorylation PAO1	1	256.0
Alanine, aspartate and glutamate metabolism PAO1	Putrescine transport system	1	199.0
Biotin metabolism PAO1	Type VI secretion system	1	290.0
Citrate cycle (TCA cycle) PAO1	Cysteine and methionine metabolism PAO1	1	31.0
Arginine biosynthesis PAO1	Folate biosynthesis PAO1	1	161.0
Imipenem resistance, repression of porin OprD	Sulfur metabolism PAO1	1	84.0
Peptidoglycan biosynthesis PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	176.0
Porphyrin and chlorophyll metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	230.0
Fatty acid biosynthesis PAO1	One carbon pool by folate PAO1	1	1.0
Citrate cycle (TCA cycle, Krebs cycle)	Fatty acid biosynthesis PAO1	1	150.0
C5-Branched dibasic acid metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	66.0
Arginine biosynthesis PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	1	291.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Oxidative phosphorylation PAO1	1	150.0
2-Oxocarboxylic acid metabolism PAO1	Protein export PAO1	1	6.0
Macrolide resistance, MacAB-TolC transporter	Ribosome PAO1	1	8.0
Cysteine and methionine metabolism PAO1	Methane metabolism PAO1	1	31.0
Pentose phosphate pathway PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	230.0
Tryptophan metabolism PAO1	Tyrosine metabolism PAO1	1	163.0
Pentose phosphate pathway PAO1	Riboflavin metabolism PAO1	1	297.0
Arginine and proline metabolism PAO1	Dipeptide transport system	1	255.0
Alanine, aspartate and glutamate metabolism PAO1	Iron complex transport system	1	176.0
2-Oxocarboxylic acid metabolism PAO1	Aminoacyl-tRNA biosynthesis, prokaryotes	1	84.0
Methane metabolism PAO1	RNA degradation PAO1	1	31.0
Nitrogen metabolism PAO1	One carbon pool by folate PAO1	1	161.0
Flagellar assembly PAO1	Phosphate transport system	1	237.0
Glutamate/aspartate transport system	Phenylalanine metabolism PAO1	1	252.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Lipopolysaccharide biosynthesis PAO1	1	293.0
Dipeptide transport system	Oxidative phosphorylation PAO1	1	201.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Glycolysis / Gluconeogenesis PAO1	1	13.0
Nitrogen metabolism PAO1	Styrene degradation PAO1	1	201.0
Arginine biosynthesis PAO1	Geraniol degradation PAO1	1	88.0
Fructose and mannose metabolism PAO1	Methane metabolism PAO1	1	252.0
Glycolysis / Gluconeogenesis PAO1	Type II general secretion pathway	1	158.0
Phenazine biosynthesis PAO1	Ribosome, bacteria	1	273.0
Fatty acid degradation PAO1	Glycine betaine/proline transport system	1	159.0
Methane metabolism PAO1	Phosphate transport system	1	196.0
Nitrogen metabolism PAO1	Phosphate transport system	1	237.0
Benzoate degradation PAO1	Styrene degradation PAO1	1	190.0
Benzoate degradation PAO1	Glutamate/aspartate transport system	1	128.0
Fatty acid metabolism PAO1	Iron complex transport system	1	251.0
Phenylalanine metabolism PAO1	Styrene degradation PAO1	1	201.0
Phosphate transport system	Terpenoid backbone biosynthesis PAO1	1	63.0
Benzoate degradation PAO1	Peptidoglycan biosynthesis PAO1	1	190.0
Benzoate degradation PAO1	Citrate cycle (TCA cycle) PAO1	1	256.0
Mismatch repair PAO1	Thiamine metabolism PAO1	1	15.0
Pentose phosphate pathway PAO1	Type II general secretion pathway	1	230.0
Arginine biosynthesis PAO1	Purine metabolism PAO1	1	15.0
Fatty acid biosynthesis PAO1	Flagellar assembly PAO1	1	294.0
Aminoglycoside resistance, protease FtsH	Glutamate/aspartate transport system	1	102.0
Flagellar assembly PAO1	Multidrug resistance, efflux pump TriABC-TolC	1	191.0
Phosphate transport system	Type II general secretion pathway	1	28.0
Glyoxylate and dicarboxylate metabolism PAO1	Phenazine biosynthesis PAO1	1	149.0
Bacterial secretion system PAO1	Multidrug resistance, efflux pump TriABC-TolC	1	29.0
Geraniol degradation PAO1	Propanoate metabolism PAO1	1	88.0
Bacterial chemotaxis PAO1	Glycine, serine and threonine metabolism PAO1	1	162.0
Arginine and proline metabolism PAO1	Nitrogen metabolism PAO1	1	152.0
Nitrogen metabolism PAO1	Urea transport system	1	106.0
Fatty acid biosynthesis, elongation	Sulfur metabolism PAO1	1	177.0
Ribosome PAO1	Streptomycin biosynthesis PAO1	1	270.0
Folate biosynthesis PAO1	Ribosome, bacteria	1	63.0
Fatty acid degradation PAO1	Type II general secretion pathway	1	42.0
Glutamate/aspartate transport system	Purine metabolism PAO1	1	150.0
Amino sugar and nucleotide sugar metabolism PAO1	Putative polar amino acid transport system	1	119.0
Porphyrin and chlorophyll metabolism PAO1	Quorum sensing PAO1	1	230.0
Hemophore/metalloprotease transport system	Valine, leucine and isoleucine degradation PAO1	1	105.0
Aminoglycoside resistance, protease FtsH	Ribosome, bacteria	1	19.0
Homologous recombination PAO1	Lipopolysaccharide biosynthesis PAO1	1	260.0
Iron(III) transport system	Macrolide resistance, MacAB-TolC transporter	1	8.0
Pentose phosphate pathway PAO1	Tyrosine metabolism PAO1	1	224.0
Glycine betaine/proline transport system	Ribosome, bacteria	1	162.0
Iron complex transport system	Ribosome PAO1	1	8.0
Dipeptide transport system	Starch and sucrose metabolism PAO1	1	190.0
Alanine, aspartate and glutamate metabolism PAO1	Zinc transport system	1	225.0
Fatty acid metabolism PAO1	Quorum sensing PAO1	1	70.0
Benzoate degradation PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	190.0
Porphyrin and chlorophyll metabolism PAO1	Valine, leucine and isoleucine biosynthesis PAO1	1	288.0
Phenazine biosynthesis PAO1	Phenylalanine metabolism PAO1	1	149.0
Putative polar amino acid transport system	Tyrosine metabolism PAO1	1	173.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Flagellar assembly PAO1	1	294.0
Amino sugar and nucleotide sugar metabolism PAO1	Citrate cycle (TCA cycle) PAO1	1	53.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Iron(III) transport system	1	8.0
Phosphonate and phosphinate metabolism PAO1	Type II general secretion pathway	1	28.0
Folate biosynthesis PAO1	RNA degradation PAO1	1	63.0
Aminobenzoate degradation PAO1	Methane metabolism PAO1	1	234.0
Quorum sensing PAO1	Ribosome PAO1	1	294.0
Denitrification, nitrate => nitrogen	Propanoate metabolism PAO1	1	119.0
Iron(III) transport system	Ribosome, bacteria	1	8.0
Iron complex transport system	Protein export PAO1	1	176.0
Starch and sucrose metabolism PAO1	Styrene degradation PAO1	1	190.0
Cyanoamino acid metabolism PAO1	Tyrosine metabolism PAO1	1	163.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Degradation of aromatic compounds PAO1	1	128.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Iron(III) transport system	1	84.0
Cyanoamino acid metabolism PAO1	Dipeptide transport system	1	179.0
Ribosome PAO1	Terpenoid backbone biosynthesis PAO1	1	63.0
Citrate cycle (TCA cycle) PAO1	Tyrosine metabolism PAO1	1	264.0
Aminobenzoate degradation PAO1	Oxidative phosphorylation PAO1	1	256.0
C5-Branched dibasic acid metabolism PAO1	Fatty acid metabolism PAO1	1	292.0
Iron(III) transport system	RNA degradation PAO1	1	8.0
Fatty acid biosynthesis PAO1	Protein export PAO1	1	1.0
Methane metabolism PAO1	Pyruvate metabolism PAO1	1	76.0
Alanine, aspartate and glutamate metabolism PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	176.0
Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	Type II general secretion pathway	1	103.0
Benzoate degradation PAO1	C5-Branched dibasic acid metabolism PAO1	1	66.0
Glycine, serine and threonine metabolism PAO1	Ribosome, bacteria	1	162.0
Citrate cycle (TCA cycle) PAO1	Urea transport system	1	117.0
Aminobenzoate degradation PAO1	gamma-Hexachlorocyclohexane transport system	1	39.0
Phenazine biosynthesis PAO1	Tyrosine metabolism PAO1	1	255.0
Biotin metabolism PAO1	NitT/TauT family transport system	1	299.0
Peptidoglycan biosynthesis PAO1	Sulfur metabolism PAO1	1	280.0
Valine, leucine and isoleucine degradation PAO1	gamma-Hexachlorocyclohexane transport system	1	39.0
Macrolide resistance, MacAB-TolC transporter	Type III secretion system	1	175.0
Protein export PAO1	Pyrimidine metabolism PAO1	1	1.0
Bacterial chemotaxis PAO1	Degradation of aromatic compounds PAO1	1	24.0
Bacterial secretion system PAO1	Peptidoglycan biosynthesis PAO1	1	29.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Flagellar assembly PAO1	1	130.0
Aminoglycoside resistance, protease FtsH	Ribosome PAO1	1	19.0
Arginine biosynthesis PAO1	Benzoate degradation PAO1	1	128.0
Arginine and proline metabolism PAO1	Quorum sensing PAO1	1	255.0
Cysteine and methionine metabolism PAO1	Thiamine metabolism PAO1	1	15.0
Glycolysis / Gluconeogenesis PAO1	Pantothenate and CoA biosynthesis PAO1	1	34.0
Type II general secretion pathway	Tyrosine metabolism PAO1	1	163.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Phenylalanine metabolism PAO1	1	49.0
Glycerolipid metabolism PAO1	Urea transport system	1	46.0
Bacterial secretion system PAO1	gamma-Hexachlorocyclohexane transport system	1	29.0
One carbon pool by folate PAO1	Pyrimidine metabolism PAO1	1	1.0
Glutamate/aspartate transport system	One carbon pool by folate PAO1	1	224.0
Degradation of aromatic compounds PAO1	Propanoate metabolism PAO1	1	128.0
C5-Branched dibasic acid metabolism PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	292.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Tyrosine metabolism PAO1	1	82.0
Aminobenzoate degradation PAO1	Phospholipid transport system	1	130.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Microcin C transport system	1	197.0
2-Oxocarboxylic acid metabolism PAO1	Iron(III) transport system	1	84.0
Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Purine metabolism PAO1	1	15.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Porphyrin and chlorophyll metabolism PAO1	1	297.0
Fatty acid biosynthesis, elongation	Glutamate/aspartate transport system	1	177.0
Putative polar amino acid transport system	Ribosome, bacteria	1	177.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Fatty acid biosynthesis PAO1	1	293.0
Aminobenzoate degradation PAO1	C5-Branched dibasic acid metabolism PAO1	1	66.0
RNA degradation PAO1	Zinc transport system	1	8.0
2-Oxocarboxylic acid metabolism PAO1	Fatty acid biosynthesis PAO1	1	31.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Peptidoglycan biosynthesis PAO1	1	231.0
Arginine biosynthesis PAO1	beta-Alanine metabolism PAO1	1	234.0
Fatty acid biosynthesis, elongation	Ribosome, bacteria	1	177.0
Citrate cycle (TCA cycle) PAO1	Lipopolysaccharide biosynthesis PAO1	1	6.0
Cysteine and methionine metabolism PAO1	Mismatch repair PAO1	1	15.0
Macrolide resistance, MacAB-TolC transporter	Pyrimidine metabolism PAO1	1	8.0
Cytochrome c oxidase, cbb3-type	Peptidoglycan biosynthesis PAO1	1	146.0
Nitrogen metabolism PAO1	Peptidoglycan biosynthesis PAO1	1	189.0
Aminobenzoate degradation PAO1	Ribosome PAO1	1	130.0
Arginine and proline metabolism PAO1	Arginine/ornithine transport system	1	245.0
Denitrification, nitrate => nitrogen	Type III secretion system	1	119.0
Fatty acid degradation PAO1	Methane metabolism PAO1	1	159.0
Putrescine transport system	Tyrosine metabolism PAO1	1	255.0
Type III secretion system	gamma-Hexachlorocyclohexane transport system	1	51.0
Multidrug resistance, efflux pump TriABC-TolC	Starch and sucrose metabolism PAO1	1	20.0
Cytochrome c oxidase, cbb3-type	Phenylalanine metabolism PAO1	1	149.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Quorum sensing PAO1	1	294.0
Aminobenzoate degradation PAO1	Arginine and proline metabolism PAO1	1	128.0
Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pyrimidine metabolism PAO1	1	15.0
Peptidoglycan biosynthesis PAO1	Pyrimidine metabolism PAO1	1	5.0
Arginine biosynthesis PAO1	Putative polar amino acid transport system	1	119.0
Mismatch repair PAO1	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	1	15.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Ribosome, bacteria	1	130.0
Fatty acid biosynthesis PAO1	Folate biosynthesis PAO1	1	1.0
Amino sugar and nucleotide sugar metabolism PAO1	Fatty acid degradation PAO1	1	159.0
Glutamate/aspartate transport system	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	150.0
Arginine biosynthesis PAO1	RNA degradation PAO1	1	82.0
Denitrification, nitrate => nitrogen	Putative polar amino acid transport system	1	119.0
Alanine, aspartate and glutamate metabolism PAO1	Putative polar amino acid transport system	1	173.0
Biotin metabolism PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	176.0
Macrolide resistance, MacAB-TolC transporter	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	1	175.0
Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Vanadium resistance, efflux pump MexGHI-OpmD	1	7.0
Fatty acid degradation PAO1	Pantothenate and CoA biosynthesis PAO1	1	223.0
2-Oxocarboxylic acid metabolism PAO1	Pentose phosphate pathway PAO1	1	84.0
Glyoxylate and dicarboxylate metabolism PAO1	Peptidoglycan biosynthesis PAO1	1	190.0
Aminoacyl-tRNA biosynthesis PAO1	Thiamine metabolism PAO1	1	0.0
Methane metabolism PAO1	Ribosome PAO1	1	31.0
Arginine biosynthesis PAO1	Type II general secretion pathway	1	42.0
Fatty acid metabolism PAO1	Tryptophan metabolism PAO1	1	292.0
Denitrification, nitrate => nitrogen	Phospholipid transport system	1	27.0
2-Oxocarboxylic acid metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	84.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Ribosome PAO1	1	21.0
Iron(III) transport system	Quorum sensing PAO1	1	191.0
Biotin metabolism PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	157.0
Ribosome, bacteria	Type III secretion system	1	51.0
Bacterial chemotaxis PAO1	Bacterial secretion system PAO1	1	29.0
Denitrification, nitrate => nitrogen	Glycolysis / Gluconeogenesis PAO1	1	13.0
Peptidoglycan biosynthesis PAO1	Styrene degradation PAO1	1	190.0
Alanine, aspartate and glutamate metabolism PAO1	Phospholipid transport system	1	199.0
Arginine and proline metabolism PAO1	Phenazine biosynthesis PAO1	1	255.0
Oxidative phosphorylation PAO1	Protein export PAO1	1	6.0
Fatty acid degradation PAO1	Zinc transport system	1	159.0
Cytochrome c oxidase, cbb3-type	Lysine degradation PAO1	1	232.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Histidine metabolism PAO1	1	39.0
Alanine, aspartate and glutamate metabolism PAO1	Fructose and mannose metabolism PAO1	1	252.0
Glyoxylate and dicarboxylate metabolism PAO1	beta-Lactam resistance PAO1	1	292.0
Pyrimidine metabolism PAO1	Type VI secretion system	1	5.0
Fatty acid metabolism PAO1	Peptidoglycan biosynthesis PAO1	1	251.0
Biotin metabolism PAO1	Purine metabolism PAO1	1	68.0
Purine metabolism PAO1	Riboflavin metabolism PAO1	1	297.0
Citrate cycle (TCA cycle, Krebs cycle)	Glutamate/aspartate transport system	1	150.0
Arginine biosynthesis PAO1	Pyrimidine metabolism PAO1	1	15.0
Aminoacyl-tRNA biosynthesis PAO1	Glycolysis / Gluconeogenesis PAO1	1	0.0
Cyanoamino acid metabolism PAO1	Pentose phosphate pathway PAO1	1	241.0
Ribosome, bacteria	Vanadium resistance, efflux pump MexGHI-OpmD	1	219.0
Phosphonate transport system	Type II general secretion pathway	1	28.0
Citrate cycle (TCA cycle) PAO1	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	150.0
Alanine, aspartate and glutamate metabolism PAO1	Imipenem resistance, repression of porin OprD	1	84.0
Styrene degradation PAO1	Tryptophan metabolism PAO1	1	201.0
Fatty acid metabolism PAO1	Multidrug resistance, efflux pump MexPQ-OpmE	1	269.0
Urea transport system	beta-Alanine metabolism PAO1	1	106.0
Aminobenzoate degradation PAO1	Phosphonate and phosphinate metabolism PAO1	1	28.0
Arginine biosynthesis PAO1	Denitrification, nitrate => nitrogen	1	119.0
Arginine and proline metabolism PAO1	Tyrosine metabolism PAO1	1	255.0
Arginine biosynthesis PAO1	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	1	15.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Hemophore/metalloprotease transport system	1	105.0
Glycine, serine and threonine metabolism PAO1	Mismatch repair PAO1	1	15.0
Pyruvate metabolism PAO1	Tyrosine metabolism PAO1	1	173.0
Arginine biosynthesis PAO1	Valine, leucine and isoleucine biosynthesis PAO1	1	42.0
Arginine and proline metabolism PAO1	Degradation of aromatic compounds PAO1	1	128.0
Homologous recombination PAO1	Ribosome, bacteria	1	260.0
Alanine, aspartate and glutamate metabolism PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	1	105.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Ribosome PAO1	1	294.0
Histidine metabolism PAO1	Methane metabolism PAO1	1	261.0
Ribosome, bacteria	Sulfur metabolism PAO1	1	177.0
Cysteine and methionine metabolism PAO1	Glycine, serine and threonine metabolism PAO1	1	15.0
Oxidative phosphorylation PAO1	Phenazine biosynthesis PAO1	1	273.0
Urea transport system	Valine, leucine and isoleucine degradation PAO1	1	230.0
Arginine and proline metabolism PAO1	Glycine, serine and threonine metabolism PAO1	1	282.0
Bacterial secretion system PAO1	Quorum sensing PAO1	1	214.0
Biotin metabolism PAO1	Sulfur metabolism PAO1	1	299.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Purine metabolism PAO1	1	150.0
